episode,reward,win,wrong_guesses,repeated_guesses,episode_length
26415,75,1,3,0,10
26416,70,1,5,0,13
26417,75,1,1,0,6
26418,110,1,0,0,8
26419,75,1,2,0,9
26420,110,1,0,0,9
26421,105,1,1,0,13
26422,110,1,0,0,10
26423,100,1,2,0,12
26424,85,1,2,0,9
26425,135,1,1,0,14
26426,85,1,2,0,9
26427,85,1,2,0,10
26428,-55,0,6,0,7
26429,110,1,0,0,11
26430,75,1,3,0,9
26431,80,1,2,0,7
26432,95,1,0,0,8
26433,100,1,0,0,9
26434,85,1,1,0,7
26435,85,1,0,0,6
26436,85,1,1,0,7
26437,105,1,0,0,8
26438,130,1,1,0,10
26439,90,1,1,0,8
26440,105,1,1,0,11
26441,95,1,2,0,10
26442,-50,0,6,0,8
26443,110,1,0,0,7
26444,95,1,1,0,9
26445,95,1,2,0,11
26446,105,1,2,0,9
26447,90,1,1,0,7
26448,70,1,4,0,12
26449,120,1,0,0,8
26450,70,1,2,0,8
26451,-45,0,6,0,8
26452,85,1,3,0,12
26453,120,1,0,0,7
26454,80,1,3,0,12
26455,115,1,1,0,9
26456,95,1,0,0,6
26457,85,1,1,0,7
26458,120,1,0,0,10
26459,125,1,0,0,10
26460,90,1,2,0,10
26461,115,1,0,0,9
26462,60,1,3,0,8
26463,110,1,1,0,10
26464,100,1,0,0,8
26465,75,1,3,0,10
26466,80,1,2,0,8
26467,95,1,0,0,6
26468,85,1,2,0,10
26469,90,1,2,0,9
26470,90,1,1,0,9
26471,110,1,2,0,14
26472,125,1,0,0,11
26473,115,1,0,0,10
26474,65,1,3,0,9
26475,-60,0,6,0,6
26476,-60,0,6,0,6
26477,100,1,0,0,8
26478,70,1,4,0,10
26479,110,1,1,0,10
26480,100,1,0,0,7
26481,115,1,1,0,13
26482,105,1,1,0,11
26483,90,1,0,0,6
26484,70,1,5,0,12
26485,110,1,1,0,11
26486,110,1,0,0,9
26487,125,1,0,0,10
26488,80,1,3,0,12
26489,-50,0,6,0,8
26490,105,1,0,0,9
26491,90,1,0,0,6
26492,-50,0,6,0,8
26493,-45,0,6,0,9
26494,85,1,3,0,12
26495,65,1,5,0,13
26496,110,1,0,0,9
26497,90,1,1,0,8
26498,-40,0,6,0,9
26499,-60,0,6,0,6
26500,115,1,3,0,14
26501,105,1,3,0,14
26502,85,1,2,0,9
26503,85,1,2,0,9
26504,75,1,3,0,11
26505,125,1,0,0,10
26506,80,1,0,0,3
26507,-45,0,6,0,9
26508,100,1,0,0,8
26509,50,1,4,0,8
26510,100,1,1,0,9
26511,100,1,0,0,8
26512,120,1,0,0,10
26513,95,1,2,0,10
26514,80,1,3,0,11
26515,55,1,5,0,10
26516,115,1,0,0,8
26517,80,1,2,0,10
26518,90,1,1,0,9
26519,70,1,2,0,7
26520,70,1,2,0,8
26521,90,1,2,0,11
26522,115,1,0,0,9
26523,80,1,2,0,8
26524,65,1,3,0,9
26525,95,1,1,0,9
26526,70,1,4,0,10
26527,95,1,1,0,8
26528,90,1,1,0,10
26529,95,1,1,0,8
26530,100,1,0,0,8
26531,-45,0,6,0,9
26532,120,1,0,0,10
26533,-55,0,6,0,7
26534,-55,0,6,0,7
26535,120,1,0,0,10
26536,95,1,1,0,8
26537,-35,0,6,0,11
26538,80,1,2,0,9
26539,90,1,2,0,10
26540,-45,0,6,0,9
26541,105,1,0,0,6
26542,95,1,1,0,10
26543,120,1,0,0,10
26544,-50,0,6,0,8
26545,95,1,1,0,11
26546,60,1,2,0,5
26547,110,1,0,0,9
26548,90,1,1,0,9
26549,105,1,1,0,11
26550,115,1,1,0,10
26551,95,1,2,0,9
26552,80,1,2,0,9
26553,100,1,2,0,9
26554,70,1,3,0,9
26555,75,1,2,0,8
26556,115,1,0,0,10
26557,60,1,3,0,8
26558,80,1,2,0,9
26559,45,1,5,0,8
26560,90,1,1,0,9
26561,90,1,2,0,10
26562,105,1,0,0,9
26563,105,1,0,0,9
26564,120,1,0,0,11
26565,95,1,1,0,8
26566,95,1,2,0,11
26567,60,1,2,0,6
26568,100,1,2,0,10
26569,60,1,3,0,7
26570,125,1,0,0,10
26571,-55,0,6,0,7
26572,115,1,0,0,8
26573,50,1,3,0,6
26574,65,1,2,0,6
26575,105,1,2,0,13
26576,70,1,2,0,7
26577,95,1,0,0,8
26578,120,1,0,0,11
26579,65,1,3,0,8
26580,125,1,0,0,11
26581,85,1,2,0,9
26582,120,1,1,0,11
26583,100,1,0,0,8
26584,105,1,3,0,12
26585,110,1,1,0,7
26586,105,1,0,0,7
26587,95,1,0,0,8
26588,60,1,2,0,6
26589,85,1,0,0,6
26590,105,1,0,0,8
26591,65,1,5,0,13
26592,120,1,1,0,11
26593,95,1,0,0,6
26594,65,1,2,0,7
26595,65,1,4,0,11
26596,90,1,3,0,11
26597,125,1,0,0,11
26598,-55,0,6,0,7
26599,95,1,0,0,8
26600,-50,0,6,0,8
26601,100,1,1,0,10
26602,55,1,5,0,10
26603,135,1,0,0,11
26604,70,1,1,0,6
26605,160,1,0,0,10
26606,60,1,1,0,4
26607,95,1,3,0,13
26608,110,1,0,0,8
26609,120,1,0,0,9
26610,80,1,4,0,12
26611,65,1,3,0,9
26612,75,1,0,0,4
26613,110,1,1,0,10
26614,100,1,1,0,10
26615,70,1,5,0,14
26616,80,1,1,0,8
26617,75,1,2,0,8
26618,-55,0,6,0,7
26619,105,1,1,0,9
26620,120,1,0,0,11
26621,115,1,0,0,11
26622,100,1,1,0,10
26623,-45,0,6,0,8
26624,80,1,3,0,11
26625,70,1,2,0,8
26626,75,1,4,0,12
26627,85,1,0,0,5
26628,90,1,1,0,9
26629,-50,0,6,0,7
26630,85,1,1,0,7
26631,65,1,4,0,10
26632,65,1,5,0,11
26633,65,1,2,0,7
26634,80,1,2,0,7
26635,105,1,1,0,11
26636,80,1,3,0,11
26637,75,1,2,0,8
26638,80,1,1,0,7
26639,110,1,1,0,12
26640,105,1,0,0,8
26641,75,1,2,0,8
26642,85,1,1,0,7
26643,75,1,3,0,11
26644,80,1,3,0,11
26645,100,1,0,0,7
26646,95,1,2,0,10
26647,95,1,1,0,8
26648,100,1,1,0,12
26649,90,1,1,0,8
26650,80,1,2,0,8
26651,115,1,0,0,9
26652,85,1,3,0,12
26653,105,1,1,0,10
26654,60,1,5,0,11
26655,90,1,2,0,11
26656,55,1,4,0,9
26657,75,1,3,0,11
26658,45,1,5,0,9
26659,115,1,0,0,7
26660,50,1,5,0,10
26661,70,1,5,0,12
26662,100,1,0,0,8
26663,75,1,3,0,9
26664,65,1,2,0,7
26665,90,1,1,0,9
26666,100,1,1,0,10
26667,105,1,0,0,7
26668,75,1,2,0,9
26669,120,1,0,0,10
26670,90,1,2,0,9
26671,75,1,4,0,11
26672,70,1,5,0,12
26673,90,1,0,0,7
26674,80,1,1,0,7
26675,60,1,3,0,7
26676,110,1,0,0,9
26677,100,1,1,0,9
26678,75,1,4,0,13
26679,60,1,4,0,8
26680,80,1,2,0,9
26681,105,1,0,0,10
26682,-50,0,6,0,8
26683,60,1,5,0,11
26684,135,1,0,0,11
26685,70,1,5,0,12
26686,110,1,1,0,13
26687,90,1,1,0,9
26688,95,1,2,0,11
26689,100,1,2,0,11
26690,80,1,3,0,9
26691,120,1,0,0,11
26692,70,1,4,0,10
26693,75,1,1,0,7
26694,105,1,0,0,8
26695,105,1,0,0,9
26696,90,1,1,0,8
26697,60,1,4,0,9
26698,90,1,3,0,12
26699,105,1,0,0,10
26700,75,1,5,0,12
26701,70,1,3,0,8
26702,85,1,1,0,7
26703,115,1,0,0,10
26704,115,1,1,0,9
26705,85,1,1,0,7
26706,-55,0,6,0,7
26707,75,1,2,0,7
26708,80,1,1,0,7
26709,85,1,2,0,11
26710,95,1,1,0,10
26711,120,1,1,0,11
26712,80,1,2,0,9
26713,60,1,5,0,12
26714,105,1,1,0,12
26715,80,1,2,0,8
26716,90,1,2,0,9
26717,60,1,3,0,7
26718,90,1,1,0,9
26719,60,1,4,0,10
26720,100,1,2,0,10
26721,80,1,2,0,9
26722,65,1,4,0,11
26723,100,1,0,0,7
26724,-55,0,6,0,7
26725,85,1,3,0,11
26726,65,1,3,0,9
26727,85,1,3,0,9
26728,105,1,1,0,11
26729,105,1,0,0,6
26730,115,1,0,0,9
26731,-45,0,6,0,9
26732,75,1,3,0,10
26733,90,1,1,0,10
26734,-60,0,6,0,6
26735,60,1,5,0,10
26736,140,1,0,0,13
26737,85,1,1,0,7
26738,70,1,4,0,12
26739,100,1,1,0,10
26740,95,1,1,0,10
26741,115,1,1,0,12
26742,95,1,0,0,7
26743,75,1,4,0,11
26744,80,1,2,0,8
26745,90,1,3,0,12
26746,85,1,3,0,12
26747,105,1,0,0,7
26748,80,1,1,0,5
26749,100,1,1,0,8
26750,80,1,2,0,8
26751,65,1,5,0,10
26752,100,1,0,0,8
26753,-45,0,6,0,8
26754,-60,0,6,0,6
26755,95,1,0,0,8
26756,65,1,3,0,9
26757,110,1,0,0,10
26758,80,1,2,0,9
26759,80,1,3,0,12
26760,80,1,2,0,9
26761,65,1,4,0,9
26762,85,1,1,0,8
26763,95,1,1,0,9
26764,95,1,0,0,7
26765,100,1,0,0,7
26766,75,1,3,0,9
26767,60,1,5,0,10
26768,100,1,2,0,11
26769,-40,0,6,0,9
26770,85,1,0,0,6
26771,135,1,0,0,10
26772,100,1,3,0,12
26773,85,1,1,0,8
26774,65,1,4,0,11
26775,95,1,0,0,8
26776,80,1,2,0,10
26777,95,1,0,0,7
26778,125,1,1,0,10
26779,85,1,2,0,9
26780,115,1,0,0,9
26781,110,1,0,0,8
26782,70,1,4,0,12
26783,75,1,2,0,8
26784,115,1,1,0,11
26785,90,1,3,0,11
26786,75,1,4,0,11
26787,-50,0,6,0,8
26788,60,1,5,0,12
26789,100,1,0,0,9
26790,115,1,0,0,11
26791,85,1,1,0,7
26792,75,1,4,0,13
26793,120,1,1,0,12
26794,60,1,2,0,5
26795,110,1,2,0,10
26796,70,1,3,0,9
26797,65,1,4,0,9
26798,90,1,1,0,7
26799,85,1,2,0,11
26800,80,1,4,0,12
26801,115,1,1,0,11
26802,70,1,2,0,8
26803,80,1,2,0,10
26804,130,1,0,0,10
26805,90,1,2,0,11
26806,100,1,1,0,9
26807,70,1,3,0,8
26808,90,1,1,0,9
26809,85,1,3,0,11
26810,105,1,0,0,9
26811,100,1,2,0,11
26812,85,1,2,0,10
26813,115,1,0,0,9
26814,85,1,3,0,11
26815,120,1,0,0,12
26816,130,1,0,0,12
26817,-60,0,6,0,6
26818,125,1,0,0,12
26819,85,1,1,0,8
26820,105,1,0,0,9
26821,85,1,2,0,9
26822,50,1,5,0,10
26823,110,1,1,0,10
26824,105,1,1,0,10
26825,100,1,0,0,8
26826,70,1,3,0,9
26827,120,1,0,0,7
26828,95,1,1,0,10
26829,95,1,1,0,10
26830,65,1,3,0,8
26831,75,1,3,0,11
26832,110,1,0,0,9
26833,115,1,0,0,8
26834,80,1,2,0,8
26835,-60,0,6,0,6
26836,105,1,1,0,10
26837,95,1,2,0,11
26838,100,1,1,0,10
26839,50,1,4,0,7
26840,55,1,5,0,11
26841,-55,0,6,0,7
26842,90,1,1,0,8
26843,-60,0,6,0,6
26844,85,1,1,0,9
26845,100,1,1,0,10
26846,105,1,0,0,9
26847,90,1,3,0,10
26848,110,1,1,0,13
26849,70,1,1,0,6
26850,135,1,0,0,9
26851,90,1,3,0,12
26852,120,1,0,0,9
26853,115,1,0,0,8
26854,100,1,1,0,10
26855,105,1,0,0,8
26856,90,1,3,0,12
26857,-50,0,6,0,8
26858,80,1,3,0,10
26859,100,1,1,0,10
26860,40,1,3,0,4
26861,85,1,2,0,9
26862,90,1,1,0,8
26863,75,1,2,0,8
26864,135,1,0,0,10
26865,80,1,3,0,11
26866,90,1,0,0,7
26867,65,1,4,0,10
26868,110,1,1,0,13
26869,125,1,0,0,10
26870,90,1,1,0,9
26871,80,1,0,0,4
26872,60,1,3,0,8
26873,100,1,0,0,7
26874,85,1,3,0,11
26875,75,1,1,0,6
26876,95,1,1,0,9
26877,55,1,3,0,7
26878,95,1,3,0,12
26879,125,1,0,0,10
26880,80,1,3,0,10
26881,90,1,2,0,9
26882,95,1,0,0,8
26883,95,1,0,0,7
26884,-50,0,6,0,7
26885,100,1,0,0,9
26886,70,1,2,0,7
26887,75,1,4,0,11
26888,110,1,0,0,9
26889,60,1,4,0,10
26890,85,1,4,0,13
26891,50,1,5,0,10
26892,85,1,1,0,7
26893,90,1,0,0,8
26894,95,1,2,0,12
26895,100,1,0,0,6
26896,100,1,1,0,8
26897,-45,0,6,0,8
26898,80,1,1,0,7
26899,100,1,1,0,10
26900,85,1,3,0,12
26901,95,1,1,0,8
26902,105,1,0,0,6
26903,60,1,5,0,10
26904,-50,0,6,0,8
26905,90,1,2,0,11
26906,105,1,1,0,10
26907,-60,0,6,0,6
26908,105,1,2,0,12
26909,95,1,0,0,7
26910,110,1,0,0,10
26911,95,1,2,0,10
26912,105,1,0,0,9
26913,75,1,1,0,7
26914,80,1,1,0,8
26915,85,1,3,0,13
26916,-55,0,6,0,7
26917,135,1,0,0,12
26918,110,1,1,0,10
26919,110,1,0,0,10
26920,110,1,1,0,10
26921,100,1,1,0,10
26922,85,1,3,0,12
26923,85,1,1,0,8
26924,70,1,2,0,8
26925,80,1,1,0,7
26926,80,1,5,0,14
26927,70,1,1,0,5
26928,80,1,4,0,11
26929,80,1,2,0,8
26930,65,1,4,0,11
26931,65,1,4,0,9
26932,95,1,0,0,8
26933,75,1,2,0,7
26934,75,1,3,0,11
26935,95,1,0,0,5
26936,100,1,1,0,10
26937,80,1,0,0,5
26938,125,1,0,0,11
26939,70,1,4,0,11
26940,125,1,0,0,12
26941,95,1,2,0,10
26942,55,1,4,0,8
26943,85,1,3,0,11
26944,120,1,1,0,13
26945,120,1,0,0,11
26946,135,1,0,0,12
26947,70,1,4,0,12
26948,105,1,1,0,10
26949,90,1,1,0,8
26950,110,1,2,0,11
26951,75,1,1,0,7
26952,115,1,0,0,10
26953,65,1,4,0,11
26954,85,1,3,0,12
26955,100,1,0,0,7
26956,60,1,4,0,9
26957,75,1,4,0,12
26958,90,1,3,0,14
26959,90,1,1,0,9
26960,100,1,1,0,10
26961,95,1,1,0,10
26962,95,1,1,0,9
26963,100,1,1,0,11
26964,115,1,0,0,9
26965,-55,0,6,0,7
26966,85,1,1,0,8
26967,-45,0,6,0,8
26968,100,1,0,0,7
26969,90,1,1,0,10
26970,50,1,5,0,9
26971,70,1,4,0,11
26972,90,1,3,0,12
26973,85,1,1,0,7
26974,85,1,2,0,10
26975,135,1,0,0,10
26976,95,1,2,0,11
26977,60,1,5,0,12
26978,95,1,1,0,11
26979,80,1,2,0,10
26980,70,1,4,0,10
26981,95,1,2,0,11
26982,90,1,1,0,9
26983,90,1,3,0,13
26984,70,1,4,0,10
26985,90,1,1,0,9
26986,80,1,2,0,9
26987,75,1,4,0,11
26988,100,1,0,0,7
26989,95,1,2,0,11
26990,60,1,3,0,8
26991,-45,0,6,0,9
26992,-60,0,6,0,6
26993,55,1,5,0,11
26994,100,1,1,0,11
26995,110,1,0,0,9
26996,95,1,3,0,12
26997,65,1,4,0,11
26998,100,1,0,0,8
26999,100,1,0,0,8
27000,85,1,1,0,8
27001,100,1,3,0,12
27002,85,1,2,0,10
27003,90,1,2,0,9
27004,80,1,3,0,12
27005,70,1,4,0,11
27006,70,1,4,0,12
27007,85,1,2,0,10
27008,95,1,3,0,10
27009,100,1,0,0,7
27010,55,1,4,0,8
27011,95,1,1,0,9
27012,-40,0,6,0,10
27013,-45,0,6,0,9
27014,100,1,0,0,7
27015,90,1,0,0,7
27016,60,1,4,0,9
27017,115,1,1,0,10
27018,95,1,1,0,10
27019,75,1,4,0,12
27020,105,1,0,0,10
27021,70,1,2,0,8
27022,90,1,1,0,8
27023,65,1,4,0,10
27024,70,1,5,0,12
27025,75,1,3,0,11
27026,-45,0,6,0,9
27027,90,1,1,0,9
27028,75,1,2,0,8
27029,85,1,1,0,9
27030,60,1,5,0,12
27031,85,1,0,0,7
27032,100,1,0,0,7
27033,95,1,1,0,10
27034,80,1,2,0,9
27035,80,1,3,0,10
27036,95,1,1,0,9
27037,95,1,2,0,11
27038,-60,0,6,0,6
27039,-55,0,6,0,7
27040,95,1,2,0,11
27041,65,1,3,0,9
27042,110,1,1,0,10
27043,65,1,4,0,10
27044,95,1,1,0,9
27045,115,1,0,0,11
27046,80,1,1,0,8
27047,105,1,0,0,7
27048,75,1,1,0,5
27049,160,1,0,0,13
27050,115,1,0,0,9
27051,100,1,1,0,10
27052,65,1,4,0,10
27053,120,1,0,0,10
27054,110,1,1,0,12
27055,95,1,1,0,10
27056,110,1,0,0,9
27057,105,1,1,0,7
27058,60,1,5,0,12
27059,120,1,0,0,9
27060,85,1,3,0,9
27061,100,1,2,0,10
27062,85,1,1,0,8
27063,85,1,0,0,7
27064,100,1,1,0,12
27065,80,1,1,0,6
27066,65,1,5,0,12
27067,110,1,0,0,8
27068,85,1,0,0,6
27069,85,1,0,0,6
27070,105,1,1,0,10
27071,105,1,1,0,12
27072,135,1,0,0,11
27073,115,1,0,0,10
27074,85,1,1,0,8
27075,100,1,0,0,10
27076,95,1,1,0,9
27077,95,1,0,0,8
27078,90,1,1,0,8
27079,85,1,2,0,11
27080,95,1,1,0,10
27081,115,1,1,0,11
27082,80,1,2,0,9
27083,60,1,3,0,8
27084,80,1,1,0,7
27085,90,1,2,0,10
27086,105,1,0,0,7
27087,110,1,0,0,9
27088,120,1,0,0,11
27089,95,1,2,0,11
27090,95,1,1,0,8
27091,65,1,4,0,8
27092,120,1,0,0,9
27093,105,1,1,0,10
27094,-45,0,6,0,8
27095,110,1,1,0,10
27096,70,1,4,0,9
27097,110,1,0,0,9
27098,105,1,1,0,8
27099,100,1,0,0,9
27100,100,1,1,0,10
27101,-45,0,6,0,9
27102,125,1,0,0,10
27103,80,1,2,0,8
27104,75,1,1,0,6
27105,-55,0,6,0,7
27106,110,1,0,0,11
27107,85,1,1,0,8
27108,105,1,0,0,7
27109,75,1,3,0,9
27110,105,1,2,0,14
27111,80,1,1,0,8
27112,115,1,0,0,10
27113,80,1,2,0,7
27114,55,1,5,0,11
27115,75,1,4,0,11
27116,95,1,1,0,9
27117,95,1,0,0,7
27118,85,1,2,0,10
27119,90,1,0,0,5
27120,110,1,2,0,13
27121,100,1,1,0,9
27122,110,1,1,0,10
27123,120,1,0,0,12
27124,80,1,3,0,10
27125,85,1,1,0,7
27126,95,1,3,0,12
27127,75,1,1,0,6
27128,85,1,3,0,12
27129,90,1,2,0,10
27130,120,1,0,0,10
27131,110,1,0,0,10
27132,90,1,0,0,6
27133,115,1,1,0,11
27134,100,1,0,0,9
27135,-50,0,6,0,8
27136,75,1,2,0,7
27137,70,1,1,0,6
27138,75,1,0,0,4
27139,105,1,0,0,8
27140,100,1,3,0,13
27141,110,1,1,0,10
27142,115,1,0,0,9
27143,105,1,0,0,8
27144,55,1,5,0,10
27145,-55,0,6,0,7
27146,75,1,4,0,13
27147,90,1,0,0,8
27148,80,1,4,0,12
27149,125,1,0,0,10
27150,90,1,1,0,8
27151,70,1,2,0,6
27152,75,1,3,0,11
27153,115,1,0,0,9
27154,80,1,4,0,14
27155,95,1,1,0,10
27156,110,1,0,0,10
27157,115,1,0,0,9
27158,85,1,2,0,9
27159,75,1,4,0,12
27160,105,1,0,0,9
27161,115,1,1,0,12
27162,-55,0,6,0,7
27163,115,1,1,0,10
27164,-55,0,6,0,7
27165,85,1,2,0,8
27166,90,1,1,0,8
27167,90,1,1,0,8
27168,110,1,2,0,12
27169,80,1,2,0,9
27170,100,1,1,0,11
27171,115,1,1,0,11
27172,105,1,0,0,9
27173,125,1,0,0,11
27174,75,1,2,0,9
27175,55,1,5,0,11
27176,90,1,3,0,11
27177,80,1,3,0,9
27178,80,1,1,0,8
27179,85,1,1,0,7
27180,95,1,1,0,10
27181,60,1,3,0,7
27182,110,1,1,0,10
27183,140,1,0,0,10
27184,105,1,1,0,10
27185,90,1,1,0,7
27186,65,1,4,0,10
27187,105,1,0,0,7
27188,-55,0,6,0,7
27189,75,1,4,0,9
27190,110,1,0,0,10
27191,-60,0,6,0,6
27192,115,1,0,0,11
27193,70,1,2,0,7
27194,80,1,3,0,12
27195,95,1,1,0,8
27196,110,1,0,0,9
27197,125,1,0,0,10
27198,95,1,1,0,10
27199,-50,0,6,0,8
27200,-45,0,6,0,9
27201,95,1,0,0,8
27202,-40,0,6,0,9
27203,90,1,1,0,10
27204,100,1,0,0,8
27205,100,1,0,0,9
27206,100,1,4,0,13
27207,-60,0,6,0,6
27208,50,1,4,0,7
27209,110,1,1,0,9
27210,100,1,0,0,9
27211,80,1,1,0,6
27212,85,1,2,0,10
27213,70,1,5,0,12
27214,95,1,1,0,9
27215,80,1,2,0,9
27216,75,1,4,0,11
27217,80,1,2,0,8
27218,115,1,1,0,10
27219,60,1,4,0,9
27220,110,1,1,0,9
27221,120,1,0,0,11
27222,85,1,1,0,8
27223,120,1,0,0,10
27224,90,1,1,0,8
27225,55,1,5,0,11
27226,-30,0,6,0,10
27227,105,1,0,0,10
27228,95,1,0,0,7
27229,95,1,0,0,7
27230,115,1,0,0,10
27231,55,1,4,0,9
27232,80,1,3,0,10
27233,105,1,1,0,8
27234,65,1,5,0,11
27235,120,1,0,0,11
27236,90,1,0,0,6
27237,105,1,0,0,9
27238,-55,0,6,0,7
27239,120,1,0,0,10
27240,65,1,5,0,13
27241,105,1,0,0,8
27242,85,1,2,0,10
27243,-60,0,6,0,6
27244,105,1,0,0,9
27245,70,1,5,0,13
27246,65,1,5,0,13
27247,95,1,1,0,8
27248,105,1,0,0,7
27249,110,1,0,0,9
27250,110,1,0,0,9
27251,55,1,2,0,5
27252,85,1,2,0,9
27253,85,1,3,0,10
27254,60,1,4,0,10
27255,90,1,1,0,9
27256,110,1,0,0,8
27257,100,1,2,0,11
27258,80,1,4,0,12
27259,95,1,1,0,9
27260,70,1,3,0,9
27261,90,1,1,0,7
27262,-55,0,6,0,7
27263,105,1,1,0,10
27264,90,1,1,0,9
27265,125,1,0,0,12
27266,85,1,5,0,14
27267,80,1,1,0,7
27268,100,1,2,0,10
27269,115,1,0,0,10
27270,95,1,2,0,11
27271,75,1,2,0,9
27272,-45,0,6,0,8
27273,95,1,2,0,12
27274,85,1,2,0,11
27275,80,1,2,0,9
27276,115,1,1,0,12
27277,55,1,5,0,10
27278,95,1,2,0,10
27279,125,1,0,0,10
27280,60,1,5,0,10
27281,55,1,4,0,9
27282,85,1,1,0,7
27283,85,1,1,0,8
27284,75,1,2,0,9
27285,80,1,4,0,10
27286,85,1,1,0,8
27287,100,1,0,0,7
27288,-60,0,6,0,6
27289,65,1,4,0,10
27290,-60,0,6,0,6
27291,110,1,1,0,10
27292,65,1,4,0,10
27293,110,1,1,0,10
27294,110,1,0,0,9
27295,105,1,1,0,10
27296,-60,0,6,0,6
27297,100,1,0,0,8
27298,85,1,3,0,11
27299,80,1,3,0,11
27300,125,1,1,0,12
27301,55,1,5,0,10
27302,-55,0,6,0,7
27303,95,1,0,0,8
27304,70,1,5,0,13
27305,90,1,2,0,11
27306,100,1,0,0,8
27307,125,1,0,0,10
27308,110,1,1,0,12
27309,115,1,0,0,9
27310,110,1,0,0,10
27311,90,1,1,0,8
27312,80,1,2,0,9
27313,-55,0,6,0,7
27314,90,1,3,0,12
27315,100,1,0,0,7
27316,110,1,0,0,10
27317,95,1,2,0,11
27318,95,1,1,0,9
27319,90,1,0,0,8
27320,100,1,1,0,9
27321,65,1,4,0,10
27322,80,1,2,0,8
27323,60,1,2,0,6
27324,100,1,0,0,9
27325,-45,0,6,0,9
27326,90,1,1,0,8
27327,95,1,3,0,13
27328,95,1,1,0,9
27329,85,1,3,0,13
27330,110,1,1,0,10
27331,65,1,3,0,7
27332,90,1,0,0,7
27333,90,1,1,0,8
27334,110,1,1,0,9
27335,50,1,5,0,10
27336,-45,0,6,0,9
27337,90,1,2,0,10
27338,70,1,3,0,7
27339,75,1,3,0,10
27340,115,1,0,0,11
27341,80,1,1,0,6
27342,85,1,2,0,8
27343,125,1,0,0,10
27344,95,1,1,0,9
27345,80,1,1,0,6
27346,110,1,0,0,9
27347,105,1,0,0,7
27348,85,1,1,0,8
27349,80,1,1,0,7
27350,70,1,3,0,9
27351,105,1,0,0,8
27352,90,1,0,0,7
27353,80,1,3,0,12
27354,70,1,3,0,9
27355,-55,0,6,0,7
27356,85,1,1,0,8
27357,65,1,4,0,11
27358,80,1,2,0,10
27359,65,1,5,0,13
27360,105,1,0,0,10
27361,75,1,2,0,9
27362,100,1,1,0,10
27363,110,1,0,0,11
27364,80,1,2,0,8
27365,110,1,1,0,9
27366,95,1,1,0,8
27367,95,1,1,0,10
27368,100,1,0,0,9
27369,100,1,0,0,7
27370,80,1,4,0,11
27371,90,1,1,0,8
27372,65,1,3,0,8
27373,115,1,1,0,11
27374,65,1,5,0,12
27375,95,1,3,0,12
27376,105,1,1,0,10
27377,100,1,1,0,11
27378,100,1,0,0,8
27379,95,1,1,0,8
27380,95,1,1,0,8
27381,130,1,0,0,12
27382,60,1,4,0,9
27383,110,1,0,0,9
27384,85,1,1,0,8
27385,95,1,0,0,8
27386,85,1,2,0,9
27387,90,1,1,0,10
27388,95,1,2,0,9
27389,130,1,0,0,11
27390,60,1,5,0,11
27391,90,1,1,0,8
27392,100,1,0,0,8
27393,60,1,5,0,11
27394,115,1,1,0,9
27395,80,1,2,0,9
27396,75,1,4,0,11
27397,105,1,1,0,10
27398,105,1,1,0,10
27399,70,1,3,0,10
27400,70,1,4,0,11
27401,95,1,0,0,7
27402,65,1,4,0,10
27403,70,1,2,0,8
27404,100,1,1,0,9
27405,110,1,0,0,9
27406,80,1,2,0,9
27407,70,1,3,0,9
27408,70,1,3,0,9
27409,65,1,5,0,12
27410,65,1,3,0,8
27411,100,1,1,0,10
27412,-45,0,6,0,9
27413,90,1,2,0,11
27414,105,1,0,0,9
27415,-40,0,6,0,10
27416,125,1,0,0,11
27417,90,1,2,0,10
27418,100,1,0,0,7
27419,60,1,5,0,11
27420,90,1,3,0,7
27421,115,1,0,0,9
27422,-50,0,6,0,7
27423,125,1,0,0,10
27424,105,1,1,0,8
27425,50,1,4,0,8
27426,115,1,0,0,11
27427,80,1,3,0,12
27428,100,1,1,0,8
27429,70,1,2,0,7
27430,100,1,1,0,10
27431,85,1,2,0,9
27432,85,1,1,0,8
27433,125,1,0,0,12
27434,70,1,4,0,11
27435,-60,0,6,0,6
27436,115,1,0,0,8
27437,90,1,2,0,10
27438,85,1,3,0,11
27439,75,1,2,0,9
27440,110,1,1,0,13
27441,100,1,0,0,7
27442,85,1,2,0,9
27443,115,1,0,0,11
27444,115,1,0,0,9
27445,90,1,1,0,9
27446,110,1,0,0,7
27447,90,1,1,0,8
27448,115,1,1,0,12
27449,80,1,1,0,5
27450,115,1,0,0,9
27451,80,1,2,0,10
27452,100,1,1,0,9
27453,105,1,1,0,9
27454,105,1,1,0,10
27455,90,1,1,0,8
27456,80,1,2,0,10
27457,85,1,2,0,10
27458,-60,0,6,0,6
27459,120,1,0,0,9
27460,110,1,0,0,8
27461,105,1,0,0,8
27462,100,1,1,0,10
27463,85,1,3,0,12
27464,-45,0,6,0,8
27465,90,1,3,0,9
27466,105,1,0,0,10
27467,95,1,0,0,8
27468,90,1,1,0,8
27469,90,1,3,0,10
27470,90,1,0,0,7
27471,85,1,1,0,8
27472,80,1,4,0,13
27473,100,1,0,0,8
27474,65,1,2,0,7
27475,85,1,2,0,10
27476,60,1,5,0,11
27477,80,1,2,0,9
27478,110,1,1,0,9
27479,-40,0,6,0,9
27480,105,1,0,0,7
27481,120,1,0,0,10
27482,115,1,0,0,11
