episode,reward,win,wrong_guesses,repeated_guesses,episode_length
8442,70,1,2,0,8
8443,55,1,3,0,7
8444,-60,0,6,0,6
8445,-55,0,6,0,7
8446,60,1,0,0,2
8447,75,1,2,0,7
8448,45,1,5,0,8
8449,-60,0,6,0,6
8450,-55,0,6,0,7
8451,80,1,0,0,6
8452,60,1,3,0,8
8453,-60,0,6,0,6
8454,-55,0,6,0,7
8455,-60,0,6,0,6
8456,80,1,2,0,10
8457,-55,0,6,0,7
8458,55,1,2,0,5
8459,75,1,3,0,10
8460,-55,0,6,0,7
8461,65,1,3,0,8
8462,30,1,5,0,6
8463,70,1,3,0,8
8464,50,1,4,0,7
8465,60,1,5,0,11
8466,70,1,1,0,6
8467,80,1,2,0,10
8468,-60,0,6,0,6
8469,60,1,3,0,8
8470,65,1,3,0,8
8471,85,1,1,0,7
8472,65,1,3,0,9
8473,-40,0,6,0,8
8474,70,1,2,0,8
8475,35,1,5,0,7
8476,-60,0,6,0,6
8477,-55,0,6,0,7
8478,-60,0,6,0,6
8479,90,1,0,0,6
8480,-60,0,6,0,6
8481,-55,0,6,0,7
8482,-60,0,6,0,6
8483,60,1,5,0,12
8484,-55,0,6,0,7
8485,70,1,2,0,7
8486,85,1,1,0,8
8487,60,1,3,0,8
8488,55,1,2,0,5
8489,55,1,2,0,5
8490,65,1,4,0,11
8491,-60,0,6,0,6
8492,-60,0,6,0,6
8493,-55,0,6,0,7
8494,80,1,2,0,9
8495,60,1,4,0,9
8496,65,1,4,0,9
8497,-60,0,6,0,6
8498,75,1,2,0,7
8499,-60,0,6,0,6
8500,-50,0,6,0,8
8501,70,1,3,0,10
8502,60,1,3,0,6
8503,40,1,4,0,6
8504,65,1,5,0,13
8505,-55,0,6,0,7
8506,-60,0,6,0,6
8507,-55,0,6,0,7
8508,85,1,0,0,6
8509,50,1,2,0,4
8510,-50,0,6,0,8
8511,-60,0,6,0,6
8512,-60,0,6,0,6
8513,65,1,3,0,8
8514,-50,0,6,0,8
8515,55,1,1,0,3
8516,-60,0,6,0,6
8517,-45,0,6,0,8
8518,65,1,3,0,9
8519,50,1,4,0,8
8520,55,1,0,0,1
8521,70,1,1,0,6
8522,80,1,2,0,9
8523,40,1,5,0,8
8524,65,1,3,0,9
8525,45,1,3,0,5
8526,-60,0,6,0,6
8527,-55,0,6,0,7
8528,-60,0,6,0,6
8529,60,1,4,0,9
8530,75,1,2,0,8
8531,-60,0,6,0,6
8532,70,1,2,0,8
8533,50,1,3,0,5
8534,-60,0,6,0,6
8535,-50,0,6,0,8
8536,-55,0,6,0,7
8537,55,1,0,0,1
8538,-60,0,6,0,6
8539,85,1,0,0,6
8540,55,1,0,0,1
8541,70,1,1,0,5
8542,45,1,3,0,5
8543,65,1,2,0,7
8544,65,1,4,0,11
8545,-60,0,6,0,6
8546,40,1,4,0,6
8547,55,1,5,0,10
8548,80,1,1,0,8
8549,50,1,5,0,10
8550,-60,0,6,0,6
8551,-55,0,6,0,7
8552,80,1,2,0,9
8553,60,1,2,0,6
8554,75,1,2,0,8
8555,-60,0,6,0,6
8556,60,1,3,0,6
8557,50,1,1,0,2
8558,70,1,1,0,6
8559,-45,0,6,0,8
8560,55,1,4,0,8
8561,70,1,4,0,11
8562,-55,0,6,0,7
8563,65,1,5,0,11
8564,75,1,2,0,8
8565,85,1,1,0,8
8566,60,1,3,0,8
8567,70,1,1,0,6
8568,70,1,2,0,8
8569,-60,0,6,0,6
8570,35,1,4,0,5
8571,40,1,4,0,6
8572,65,1,1,0,5
8573,55,1,0,0,1
8574,-45,0,6,0,9
8575,-55,0,6,0,7
8576,-50,0,6,0,8
8577,55,1,0,0,1
8578,-50,0,6,0,8
8579,65,1,3,0,9
8580,-50,0,6,0,8
8581,35,1,5,0,7
8582,-55,0,6,0,7
8583,-60,0,6,0,6
8584,55,1,0,0,1
8585,50,1,1,0,2
8586,70,1,2,0,8
8587,85,1,1,0,9
8588,-55,0,6,0,7
8589,50,1,4,0,7
8590,-60,0,6,0,6
8591,65,1,4,0,10
8592,-60,0,6,0,6
8593,85,1,0,0,7
8594,65,1,5,0,13
8595,75,1,2,0,9
8596,70,1,2,0,7
8597,55,1,3,0,6
8598,-55,0,6,0,7
8599,50,1,3,0,6
8600,-60,0,6,0,6
8601,70,1,1,0,6
8602,45,1,5,0,8
8603,65,1,3,0,9
8604,70,1,4,0,11
8605,-60,0,6,0,6
8606,-60,0,6,0,6
8607,55,1,4,0,8
8608,-50,0,6,0,8
8609,60,1,5,0,11
8610,75,1,1,0,7
8611,-40,0,6,0,10
8612,-60,0,6,0,6
8613,50,1,5,0,8
8614,-50,0,6,0,8
8615,-60,0,6,0,6
8616,60,1,3,0,7
8617,-60,0,6,0,6
8618,80,1,1,0,7
8619,50,1,5,0,10
8620,-50,0,6,0,8
8621,-55,0,6,0,7
8622,85,1,1,0,7
8623,70,1,3,0,9
8624,35,1,5,0,7
8625,75,1,3,0,10
8626,-55,0,6,0,7
8627,75,1,0,0,4
8628,90,1,0,0,6
8629,-55,0,6,0,7
8630,-60,0,6,0,6
8631,70,1,1,0,5
8632,-60,0,6,0,6
8633,-60,0,6,0,6
8634,50,1,2,0,4
8635,-55,0,6,0,7
8636,60,1,1,0,4
8637,70,1,2,0,7
8638,65,1,3,0,9
8639,-60,0,6,0,6
8640,45,1,5,0,9
8641,-60,0,6,0,6
8642,-45,0,6,0,9
8643,75,1,1,0,7
8644,60,1,2,0,6
8645,65,1,3,0,9
8646,-60,0,6,0,6
8647,55,1,4,0,8
8648,70,1,1,0,4
8649,-60,0,6,0,6
8650,-60,0,6,0,6
8651,60,1,2,0,6
8652,40,1,4,0,6
8653,-55,0,6,0,7
8654,80,1,1,0,5
8655,45,1,4,0,6
8656,65,1,4,0,10
8657,-45,0,6,0,8
8658,55,1,5,0,10
8659,50,1,4,0,7
8660,75,1,1,0,6
8661,75,1,3,0,10
8662,70,1,4,0,11
8663,50,1,5,0,10
8664,85,1,1,0,6
8665,35,1,4,0,5
8666,55,1,1,0,3
8667,-60,0,6,0,6
8668,-60,0,6,0,6
8669,55,1,3,0,7
8670,40,1,5,0,8
8671,60,1,4,0,9
8672,60,1,4,0,9
8673,85,1,0,0,6
8674,45,1,2,0,3
8675,50,1,4,0,7
8676,90,1,0,0,7
8677,40,1,4,0,6
8678,-60,0,6,0,6
8679,-60,0,6,0,6
8680,-55,0,6,0,7
8681,-60,0,6,0,6
8682,-55,0,6,0,7
8683,40,1,5,0,8
8684,55,1,0,0,1
8685,60,1,5,0,11
8686,40,1,4,0,6
8687,-55,0,6,0,7
8688,-60,0,6,0,6
8689,-60,0,6,0,6
8690,55,1,0,0,1
8691,65,1,3,0,8
8692,-60,0,6,0,6
8693,-55,0,6,0,7
8694,60,1,5,0,12
8695,-60,0,6,0,6
8696,75,1,2,0,8
8697,70,1,4,0,12
8698,45,1,2,0,3
8699,-60,0,6,0,6
8700,-60,0,6,0,6
8701,-55,0,6,0,7
8702,-60,0,6,0,6
8703,75,1,2,0,7
8704,-60,0,6,0,6
8705,-60,0,6,0,6
8706,60,1,1,0,3
8707,75,1,3,0,9
8708,55,1,3,0,7
8709,-60,0,6,0,6
8710,70,1,1,0,6
8711,65,1,4,0,10
8712,55,1,2,0,5
8713,-50,0,6,0,8
8714,65,1,4,0,11
8715,80,1,1,0,8
8716,-60,0,6,0,6
8717,-60,0,6,0,6
8718,50,1,5,0,10
8719,-60,0,6,0,6
8720,-60,0,6,0,6
8721,45,1,5,0,8
8722,85,1,1,0,8
8723,35,1,4,0,5
8724,-55,0,6,0,7
8725,60,1,3,0,8
8726,75,1,2,0,8
8727,-55,0,6,0,7
8728,-55,0,6,0,7
8729,-45,0,6,0,9
8730,-50,0,6,0,8
8731,80,1,1,0,7
8732,55,1,3,0,7
8733,-60,0,6,0,6
8734,-60,0,6,0,6
8735,45,1,2,0,3
8736,-60,0,6,0,6
8737,70,1,2,0,6
8738,-60,0,6,0,6
8739,-60,0,6,0,6
8740,-60,0,6,0,6
8741,55,1,4,0,9
8742,-50,0,6,0,8
8743,65,1,0,0,3
8744,-60,0,6,0,6
8745,80,1,2,0,10
8746,75,1,2,0,9
8747,60,1,3,0,7
8748,-60,0,6,0,6
8749,-60,0,6,0,6
8750,70,1,2,0,8
8751,-60,0,6,0,6
8752,75,1,2,0,8
8753,75,1,0,0,5
8754,-60,0,6,0,6
8755,70,1,3,0,9
8756,55,1,5,0,9
8757,-60,0,6,0,6
8758,-60,0,6,0,6
8759,40,1,4,0,6
8760,65,1,2,0,6
8761,70,1,2,0,6
8762,45,1,4,0,7
8763,-55,0,6,0,7
8764,-50,0,6,0,8
8765,60,1,3,0,8
8766,-55,0,6,0,7
8767,-45,0,6,0,9
8768,55,1,5,0,11
8769,-60,0,6,0,6
8770,55,1,1,0,3
8771,65,1,5,0,12
8772,-60,0,6,0,6
8773,-60,0,6,0,6
8774,80,1,1,0,8
8775,-60,0,6,0,6
8776,60,1,3,0,7
8777,-60,0,6,0,6
8778,-60,0,6,0,6
8779,-50,0,6,0,8
8780,85,1,1,0,8
8781,-50,0,6,0,8
8782,-60,0,6,0,6
8783,80,1,2,0,9
8784,-60,0,6,0,6
8785,65,1,3,0,9
8786,55,1,3,0,7
8787,55,1,5,0,11
8788,75,1,2,0,9
8789,75,1,3,0,10
8790,45,1,4,0,6
8791,-55,0,6,0,7
8792,-60,0,6,0,6
8793,80,1,1,0,7
8794,-60,0,6,0,6
8795,75,1,2,0,9
8796,-60,0,6,0,6
8797,-60,0,6,0,6
8798,-60,0,6,0,6
8799,55,1,4,0,9
8800,-60,0,6,0,6
8801,-55,0,6,0,7
8802,50,1,2,0,4
8803,-55,0,6,0,7
8804,60,1,3,0,8
8805,45,1,2,0,3
8806,50,1,2,0,4
8807,-40,0,6,0,10
8808,-45,0,6,0,7
8809,55,1,1,0,3
8810,-50,0,6,0,8
8811,90,1,0,0,7
8812,-60,0,6,0,6
8813,45,1,2,0,3
8814,-60,0,6,0,6
8815,60,1,3,0,7
8816,70,1,3,0,10
8817,65,1,3,0,9
8818,-50,0,6,0,8
8819,-50,0,6,0,8
8820,55,1,0,0,1
8821,65,1,0,0,3
8822,60,1,0,0,2
8823,65,1,2,0,6
8824,-55,0,6,0,7
8825,-55,0,6,0,7
8826,-60,0,6,0,6
8827,50,1,2,0,4
8828,30,1,5,0,6
8829,-60,0,6,0,6
8830,55,1,4,0,9
8831,85,1,1,0,8
8832,75,1,3,0,9
8833,-60,0,6,0,6
8834,55,1,3,0,7
8835,-55,0,6,0,7
8836,50,1,1,0,2
8837,70,1,3,0,10
8838,70,1,0,0,3
8839,-60,0,6,0,6
8840,-60,0,6,0,6
8841,70,1,1,0,6
8842,60,1,4,0,10
8843,-55,0,6,0,7
8844,-60,0,6,0,6
8845,-60,0,6,0,6
8846,55,1,4,0,8
8847,65,1,4,0,10
8848,55,1,4,0,9
8849,70,1,4,0,11
8850,40,1,4,0,6
8851,45,1,4,0,7
8852,-60,0,6,0,6
8853,40,1,3,0,4
8854,55,1,0,0,1
8855,45,1,2,0,3
8856,60,1,3,0,8
8857,-55,0,6,0,7
8858,-60,0,6,0,6
8859,70,1,2,0,8
8860,80,1,2,0,8
8861,-50,0,6,0,8
8862,65,1,1,0,5
8863,80,1,2,0,10
8864,45,1,4,0,7
8865,-60,0,6,0,6
8866,-55,0,6,0,7
8867,70,1,1,0,6
8868,-55,0,6,0,7
8869,65,1,2,0,7
8870,-55,0,6,0,7
8871,45,1,3,0,5
8872,60,1,3,0,7
8873,65,1,2,0,6
8874,55,1,5,0,11
8875,40,1,3,0,4
8876,-55,0,6,0,7
8877,50,1,1,0,2
8878,70,1,1,0,4
8879,-60,0,6,0,6
8880,55,1,5,0,9
8881,-60,0,6,0,6
8882,-50,0,6,0,8
8883,60,1,4,0,10
8884,55,1,0,0,1
8885,-40,0,6,0,9
8886,85,1,1,0,8
8887,55,1,3,0,7
8888,45,1,2,0,3
8889,55,1,1,0,3
8890,-50,0,6,0,8
8891,65,1,2,0,6
8892,-60,0,6,0,6
8893,65,1,4,0,11
8894,65,1,3,0,8
8895,-60,0,6,0,6
8896,-60,0,6,0,6
8897,-60,0,6,0,6
8898,-55,0,6,0,7
8899,60,1,4,0,9
8900,-45,0,6,0,9
8901,-45,0,6,0,8
8902,-60,0,6,0,6
8903,70,1,0,0,3
8904,60,1,3,0,7
8905,60,1,5,0,11
8906,70,1,2,0,8
8907,55,1,0,0,1
8908,-60,0,6,0,6
8909,-60,0,6,0,6
8910,60,1,3,0,8
8911,75,1,3,0,9
8912,-50,0,6,0,8
8913,65,1,2,0,7
8914,55,1,1,0,3
8915,-55,0,6,0,7
8916,-60,0,6,0,6
8917,50,1,5,0,9
8918,-60,0,6,0,6
8919,-60,0,6,0,6
8920,90,1,0,0,6
8921,85,1,1,0,8
8922,65,1,3,0,7
8923,55,1,5,0,11
8924,80,1,1,0,7
8925,-50,0,6,0,8
8926,-60,0,6,0,6
8927,45,1,5,0,9
8928,90,1,0,0,7
8929,-55,0,6,0,7
8930,65,1,2,0,7
8931,70,1,2,0,6
8932,-60,0,6,0,6
8933,65,1,3,0,8
8934,45,1,2,0,3
8935,90,1,0,0,6
8936,75,1,3,0,10
8937,-60,0,6,0,6
8938,45,1,5,0,9
8939,65,1,3,0,8
8940,80,1,2,0,8
8941,60,1,4,0,10
8942,-60,0,6,0,6
8943,70,1,1,0,6
8944,60,1,1,0,4
8945,80,1,0,0,6
8946,55,1,2,0,5
8947,55,1,5,0,9
8948,70,1,2,0,8
8949,-60,0,6,0,6
8950,-45,0,6,0,9
8951,-50,0,6,0,8
8952,-60,0,6,0,6
8953,-45,0,6,0,9
8954,-40,0,6,0,9
8955,-60,0,6,0,6
8956,-55,0,6,0,7
8957,-60,0,6,0,6
8958,40,1,5,0,8
8959,-60,0,6,0,6
8960,75,1,3,0,11
8961,75,1,2,0,9
8962,55,1,3,0,7
8963,60,1,4,0,9
8964,45,1,5,0,9
8965,50,1,5,0,10
8966,-60,0,6,0,6
8967,45,1,2,0,3
8968,-45,0,6,0,9
8969,85,1,1,0,9
8970,-60,0,6,0,6
8971,80,1,2,0,10
8972,65,1,3,0,7
8973,60,1,4,0,10
8974,50,1,5,0,10
8975,70,1,1,0,6
8976,40,1,3,0,4
8977,-50,0,6,0,7
8978,-50,0,6,0,8
8979,45,1,4,0,7
8980,-40,0,6,0,10
8981,50,1,1,0,2
8982,55,1,3,0,7
8983,75,1,2,0,9
8984,75,1,2,0,8
8985,50,1,2,0,4
8986,55,1,3,0,6
8987,75,1,2,0,8
8988,-50,0,6,0,8
8989,-50,0,6,0,8
8990,-60,0,6,0,6
8991,-60,0,6,0,6
8992,65,1,3,0,9
8993,-45,0,6,0,9
8994,55,1,4,0,9
8995,-55,0,6,0,7
8996,-55,0,6,0,7
8997,55,1,4,0,9
8998,50,1,2,0,4
8999,35,1,5,0,7
9000,-55,0,6,0,7
9001,65,1,4,0,10
9002,55,1,1,0,3
9003,65,1,1,0,4
9004,60,1,1,0,4
9005,-55,0,6,0,7
9006,50,1,3,0,5
9007,70,1,0,0,3
9008,40,1,4,0,6
9009,65,1,4,0,10
9010,60,1,3,0,7
9011,-60,0,6,0,6
9012,45,1,2,0,3
9013,65,1,2,0,7
9014,55,1,0,0,1
9015,70,1,2,0,8
9016,-60,0,6,0,6
9017,35,1,5,0,7
9018,60,1,1,0,4
9019,-60,0,6,0,6
9020,65,1,3,0,8
9021,70,1,3,0,10
9022,65,1,3,0,8
9023,-50,0,6,0,8
9024,90,1,0,0,5
9025,-55,0,6,0,7
9026,35,1,4,0,5
9027,-55,0,6,0,7
9028,65,1,4,0,11
9029,50,1,5,0,10
9030,-60,0,6,0,6
9031,80,1,1,0,8
9032,-60,0,6,0,6
9033,45,1,2,0,3
9034,-60,0,6,0,6
9035,70,1,0,0,3
9036,-55,0,6,0,7
9037,50,1,2,0,4
9038,30,1,5,0,6
9039,-60,0,6,0,6
9040,-60,0,6,0,6
9041,45,1,2,0,3
9042,-50,0,6,0,8
9043,60,1,2,0,6
9044,35,1,4,0,5
9045,50,1,5,0,10
9046,55,1,1,0,3
9047,-60,0,6,0,6
9048,-60,0,6,0,6
9049,-50,0,6,0,8
9050,-55,0,6,0,7
9051,-60,0,6,0,6
9052,-60,0,6,0,6
9053,55,1,4,0,9
9054,-60,0,6,0,6
9055,45,1,3,0,5
9056,60,1,3,0,7
9057,70,1,3,0,9
9058,65,1,5,0,13
9059,-55,0,6,0,7
9060,-60,0,6,0,6
9061,-40,0,6,0,10
9062,55,1,4,0,8
9063,-60,0,6,0,6
9064,-40,0,6,0,10
9065,-55,0,6,0,7
9066,75,1,2,0,9
9067,-55,0,6,0,7
9068,35,1,5,0,7
9069,-60,0,6,0,6
9070,-55,0,6,0,7
9071,55,1,0,0,1
9072,-45,0,6,0,9
9073,-60,0,6,0,6
9074,-60,0,6,0,6
9075,75,1,3,0,10
9076,-60,0,6,0,6
9077,40,1,3,0,4
9078,65,1,4,0,11
9079,60,1,2,0,5
9080,-50,0,6,0,8
9081,70,1,3,0,9
9082,-55,0,6,0,7
9083,-55,0,6,0,7
9084,70,1,3,0,9
9085,75,1,1,0,7
9086,70,1,3,0,9
9087,55,1,1,0,3
9088,-60,0,6,0,6
9089,-55,0,6,0,7
9090,-60,0,6,0,6
9091,-60,0,6,0,6
9092,45,1,2,0,3
9093,-50,0,6,0,8
9094,40,1,5,0,8
9095,-45,0,6,0,8
9096,65,1,4,0,9
9097,90,1,0,0,8
9098,55,1,5,0,9
9099,55,1,0,0,1
9100,75,1,2,0,8
9101,-60,0,6,0,6
9102,-50,0,6,0,8
9103,70,1,3,0,8
9104,-55,0,6,0,7
9105,75,1,1,0,5
9106,65,1,4,0,11
9107,80,1,2,0,8
9108,40,1,5,0,8
9109,80,1,2,0,10
9110,-60,0,6,0,6
9111,75,1,2,0,8
9112,-50,0,6,0,8
9113,80,1,2,0,8
9114,-45,0,6,0,8
9115,80,1,2,0,7
9116,-60,0,6,0,6
9117,55,1,2,0,5
9118,55,1,0,0,1
9119,50,1,4,0,8
9120,65,1,3,0,8
9121,50,1,5,0,10
9122,-60,0,6,0,6
9123,70,1,2,0,7
9124,40,1,4,0,6
9125,45,1,5,0,9
9126,-55,0,6,0,7
9127,45,1,5,0,9
9128,70,1,3,0,9
9129,60,1,4,0,9
9130,-60,0,6,0,6
9131,40,1,5,0,8
9132,-60,0,6,0,6
9133,-60,0,6,0,6
9134,-60,0,6,0,6
9135,90,1,0,0,5
9136,-55,0,6,0,7
9137,60,1,4,0,9
9138,80,1,1,0,8
9139,-60,0,6,0,6
9140,-60,0,6,0,6
9141,65,1,1,0,5
9142,45,1,2,0,3
9143,-55,0,6,0,7
9144,75,1,2,0,9
9145,40,1,4,0,6
9146,65,1,3,0,7
9147,-60,0,6,0,6
9148,-60,0,6,0,6
9149,-55,0,6,0,7
9150,-55,0,6,0,7
9151,55,1,3,0,6
9152,-55,0,6,0,7
9153,-55,0,6,0,7
9154,-60,0,6,0,6
9155,65,1,4,0,10
9156,70,1,4,0,12
9157,45,1,2,0,3
9158,40,1,3,0,4
9159,-60,0,6,0,6
9160,-60,0,6,0,6
9161,-60,0,6,0,6
9162,65,1,5,0,11
9163,50,1,5,0,10
9164,-60,0,6,0,6
9165,55,1,3,0,7
9166,-40,0,6,0,9
9167,45,1,4,0,7
9168,70,1,4,0,11
9169,60,1,4,0,9
9170,85,1,1,0,8
9171,55,1,5,0,11
9172,75,1,1,0,5
9173,85,1,0,0,6
9174,40,1,5,0,8
9175,80,1,1,0,7
9176,-45,0,6,0,8
9177,65,1,3,0,8
9178,-60,0,6,0,6
9179,-55,0,6,0,7
9180,-55,0,6,0,7
9181,-60,0,6,0,6
9182,80,1,1,0,8
9183,80,1,1,0,7
9184,-60,0,6,0,6
9185,50,1,2,0,4
9186,55,1,4,0,7
9187,45,1,4,0,7
9188,80,1,1,0,7
9189,-55,0,6,0,7
9190,60,1,4,0,9
9191,75,1,2,0,8
9192,50,1,4,0,8
9193,85,1,1,0,9
9194,60,1,2,0,6
9195,-50,0,6,0,8
9196,-55,0,6,0,7
9197,55,1,3,0,7
9198,-55,0,6,0,7
9199,55,1,1,0,3
9200,55,1,1,0,3
9201,60,1,1,0,4
9202,65,1,1,0,4
9203,-60,0,6,0,6
9204,60,1,3,0,7
9205,55,1,4,0,9
9206,55,1,0,0,1
9207,30,1,5,0,6
9208,-60,0,6,0,6
9209,55,1,5,0,10
9210,60,1,5,0,11
9211,55,1,1,0,3
9212,-55,0,6,0,7
9213,85,1,1,0,7
9214,75,1,0,0,4
9215,50,1,5,0,10
9216,90,1,0,0,6
9217,-60,0,6,0,6
9218,55,1,1,0,3
9219,50,1,2,0,4
9220,-60,0,6,0,6
9221,-60,0,6,0,6
9222,-50,0,6,0,8
9223,90,1,0,0,6
9224,75,1,3,0,10
9225,45,1,5,0,7
9226,60,1,4,0,10
9227,55,1,1,0,3
9228,-55,0,6,0,7
9229,60,1,3,0,8
9230,60,1,4,0,10
9231,-60,0,6,0,6
9232,60,1,3,0,7
9233,80,1,2,0,9
9234,40,1,5,0,8
9235,50,1,4,0,8
9236,-60,0,6,0,6
9237,60,1,3,0,7
9238,-60,0,6,0,6
9239,-50,0,6,0,8
9240,70,1,4,0,11
9241,40,1,5,0,8
9242,-60,0,6,0,6
9243,60,1,4,0,9
9244,-50,0,6,0,8
9245,45,1,2,0,3
9246,80,1,2,0,10
9247,-60,0,6,0,6
9248,-45,0,6,0,9
9249,-60,0,6,0,6
9250,-45,0,6,0,8
9251,60,1,3,0,7
9252,-35,0,6,0,11
9253,-60,0,6,0,6
9254,-55,0,6,0,7
9255,65,1,4,0,10
9256,80,1,2,0,8
9257,45,1,3,0,5
9258,70,1,3,0,10
9259,45,1,5,0,9
9260,-60,0,6,0,6
9261,80,1,1,0,8
9262,-60,0,6,0,6
9263,-55,0,6,0,7
9264,-60,0,6,0,6
9265,55,1,5,0,11
9266,-55,0,6,0,7
9267,55,1,0,0,1
9268,30,1,5,0,6
9269,40,1,5,0,7
9270,55,1,1,0,3
9271,70,1,3,0,10
9272,45,1,4,0,7
9273,60,1,3,0,8
9274,-60,0,6,0,6
9275,85,1,1,0,7
9276,-50,0,6,0,8
9277,70,1,4,0,12
9278,-60,0,6,0,6
9279,75,1,2,0,8
9280,75,1,2,0,8
9281,-60,0,6,0,6
9282,70,1,3,0,9
9283,85,1,1,0,8
9284,90,1,0,0,6
9285,65,1,2,0,7
9286,55,1,5,0,11
9287,60,1,4,0,10
9288,45,1,2,0,3
9289,60,1,3,0,8
9290,55,1,2,0,5
9291,-55,0,6,0,7
9292,-60,0,6,0,6
9293,50,1,5,0,9
9294,65,1,1,0,4
9295,50,1,5,0,10
9296,50,1,5,0,10
9297,-60,0,6,0,6
9298,55,1,0,0,1
9299,50,1,4,0,6
9300,-60,0,6,0,6
9301,-55,0,6,0,7
9302,-50,0,6,0,8
9303,70,1,2,0,6
9304,-55,0,6,0,7
9305,-60,0,6,0,6
9306,90,1,0,0,6
9307,40,1,3,0,4
9308,70,1,3,0,9
9309,55,1,5,0,9
9310,40,1,5,0,8
9311,-55,0,6,0,7
9312,-60,0,6,0,6
9313,-60,0,6,0,6
9314,-55,0,6,0,7
9315,70,1,3,0,10
9316,50,1,5,0,10
9317,-55,0,6,0,7
9318,85,1,1,0,9
9319,35,1,5,0,7
9320,-55,0,6,0,7
9321,55,1,5,0,11
9322,30,1,5,0,6
9323,85,1,1,0,6
9324,80,1,1,0,7
9325,70,1,2,0,8
9326,80,1,1,0,7
9327,70,1,2,0,7
9328,70,1,2,0,7
9329,80,1,1,0,8
9330,75,1,2,0,7
9331,-55,0,6,0,7
9332,75,1,1,0,7
9333,60,1,3,0,7
9334,75,1,3,0,9
9335,80,1,2,0,8
9336,80,1,2,0,9
9337,-55,0,6,0,7
9338,-55,0,6,0,7
9339,55,1,0,0,1
9340,60,1,3,0,8
9341,-55,0,6,0,7
9342,-55,0,6,0,7
9343,-50,0,6,0,8
9344,80,1,1,0,8
9345,50,1,3,0,6
9346,-55,0,6,0,7
9347,-55,0,6,0,7
9348,45,1,5,0,8
9349,-55,0,6,0,7
9350,80,1,2,0,8
9351,-50,0,6,0,8
9352,65,1,3,0,8
9353,55,1,3,0,7
9354,75,1,3,0,11
9355,-60,0,6,0,6
9356,70,1,3,0,10
9357,30,1,5,0,6
9358,65,1,3,0,8
9359,45,1,2,0,3
9360,70,1,3,0,10
9361,-60,0,6,0,6
9362,60,1,3,0,7
9363,70,1,2,0,7
9364,75,1,1,0,6
9365,-60,0,6,0,6
9366,50,1,5,0,10
9367,-60,0,6,0,6
9368,30,1,5,0,6
9369,60,1,4,0,8
9370,-60,0,6,0,6
9371,50,1,3,0,5
9372,70,1,1,0,4
9373,50,1,4,0,8
9374,-45,0,6,0,9
9375,-60,0,6,0,6
9376,-55,0,6,0,7
9377,75,1,2,0,8
9378,60,1,2,0,5
9379,-60,0,6,0,6
9380,-60,0,6,0,6
9381,-55,0,6,0,7
9382,55,1,4,0,8
9383,55,1,1,0,3
9384,-60,0,6,0,6
9385,-55,0,6,0,7
9386,50,1,5,0,10
9387,50,1,5,0,10
9388,-55,0,6,0,7
9389,-60,0,6,0,6
9390,40,1,4,0,6
9391,-55,0,6,0,7
9392,35,1,4,0,5
9393,-55,0,6,0,7
9394,-50,0,6,0,8
9395,65,1,4,0,11
9396,40,1,5,0,8
9397,45,1,2,0,3
9398,-55,0,6,0,7
9399,85,1,1,0,7
9400,-50,0,6,0,8
9401,70,1,3,0,10
9402,45,1,4,0,6
9403,-50,0,6,0,8
9404,80,1,2,0,10
9405,-60,0,6,0,6
9406,85,1,1,0,8
9407,-55,0,6,0,7
9408,-60,0,6,0,6
9409,60,1,5,0,10
9410,65,1,3,0,8
9411,-45,0,6,0,9
9412,-50,0,6,0,8
9413,-55,0,6,0,7
9414,-55,0,6,0,7
9415,-35,0,6,0,10
9416,65,1,2,0,7
9417,85,1,1,0,8
9418,-60,0,6,0,6
9419,-60,0,6,0,6
9420,55,1,0,0,1
9421,65,1,4,0,10
9422,55,1,1,0,3
9423,70,1,3,0,9
9424,50,1,4,0,8
9425,60,1,2,0,6
9426,55,1,3,0,7
9427,75,1,1,0,7
9428,45,1,2,0,3
9429,80,1,2,0,9
9430,60,1,4,0,9
9431,70,1,1,0,6
9432,65,1,3,0,9
9433,-60,0,6,0,6
9434,65,1,2,0,6
9435,80,1,2,0,8
9436,80,1,1,0,7
9437,75,1,3,0,10
9438,65,1,4,0,10
9439,70,1,2,0,8
9440,70,1,3,0,9
9441,85,1,1,0,8
9442,80,1,2,0,9
9443,-50,0,6,0,8
9444,60,1,4,0,8
9445,-55,0,6,0,7
9446,85,1,1,0,7
9447,75,1,2,0,9
9448,-55,0,6,0,7
9449,40,1,4,0,6
9450,35,1,5,0,7
9451,60,1,2,0,6
9452,-60,0,6,0,6
9453,40,1,4,0,6
9454,55,1,4,0,9
9455,65,1,4,0,9
9456,-45,0,6,0,9
9457,-60,0,6,0,6
9458,-50,0,6,0,8
9459,-55,0,6,0,7
9460,55,1,0,0,1
9461,65,1,5,0,12
9462,55,1,1,0,3
9463,85,1,1,0,9
9464,70,1,1,0,5
9465,-60,0,6,0,6
9466,75,1,1,0,7
9467,40,1,4,0,6
9468,-55,0,6,0,7
9469,45,1,4,0,7
9470,35,1,5,0,7
9471,55,1,5,0,9
9472,40,1,3,0,4
9473,-60,0,6,0,6
9474,65,1,2,0,7
9475,-55,0,6,0,7
9476,-60,0,6,0,6
9477,55,1,0,0,1
9478,35,1,5,0,7
9479,60,1,5,0,12
9480,-45,0,6,0,8
9481,45,1,5,0,9
9482,60,1,1,0,4
9483,45,1,4,0,7
9484,-60,0,6,0,6
